,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Quantity in L,SH_Customer No,state
17097,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,20.0,TO,T101,30024,Longford Water Treatment Plant,15267.175572519083,55472,tas
17108,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
17111,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
17112,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,55472,tas
17114,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,18.8,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,14351.145038167939,8050,tas
17124,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,20.0,TO,T101,38599,Smithton WTP,15267.175572519083,55472,tas
17156,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
17163,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
17168,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,22.0,TO,T101,38596,Forth Water Treatment Plant,16793.893129770993,55472,tas
17170,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,22.1,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,16870.22900763359,8050,tas
17171,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
17187,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
17193,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,18.0,TO,T101,38595,Cam WTP,13740.458015267175,55472,tas
17194,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,22.5,TO,T101,38732,Bothwell WTP,17175.57251908397,55472,tas
17195,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,7.46,TO,T101,38743,Strahan,5694.656488549618,55472,tas
17196,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,7.46,TO,T101,51933,QUEENSTOWN WTP,5694.656488549618,55472,tas
17197,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,7.46,TO,T101,40365,Zeehan WTP,5694.656488549618,55472,tas
17198,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,7.46,TO,T101,38744,Tullah WTP,5694.656488549618,55472,tas
17199,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,7.15,TO,T101,41910,St Helens WWTP,5458.015267175572,55472,tas
17200,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,7.15,TO,T101,38583,St Helens WTP,5458.015267175572,55472,tas
17207,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,8050,tas
17225,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,1.3,TO,T101,57014,Fingal WTP,992.3664122137404,55472,tas
17226,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,24.7,TO,T101,38740,Huonville WTP,18854.961832061068,55472,tas
17231,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,22.0,TO,T101,38616,Chimney Saddle WTP,16793.893129770993,55472,tas
17235,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
17241,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,11.12,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,8488.54961832061,8050,tas
17245,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,8050,tas
17274,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,55472,tas
17275,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,22.4,TO,T101,38617,Distillery Creek Water Treatment Pl,17099.236641221374,55472,tas
17286,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
17289,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,10.0,TO,T101,38619,Reatta Road Water Treatment Plant,7633.587786259542,55472,tas
17290,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,8.0,TO,T101,49712,Cradle Valley WWTP,6106.8702290076335,55472,tas
17291,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
17293,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,18.73,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,14297.709923664122,8050,tas
17294,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,22.0,TO,T101,38596,Forth Water Treatment Plant,16793.893129770993,55472,tas
17309,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
17323,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,3.9,TO,T101,56602,Deloraine Waste Water Plant,2977.099236641221,55472,tas
17328,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,20.0,TO,T101,38618,Mt Leslie Water Treatment Plant,15267.175572519083,55472,tas
17330,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
17344,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,14.7,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,11221.374045801525,8050,tas
17354,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,8050,tas
17355,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
17363,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,2.0,TO,T101,38735,Scottsdale WTP,1526.7175572519084,55472,tas
17364,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,8.0,TO,T101,38734,Bridport Water Treatment Plant,6106.8702290076335,55472,tas
17376,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,3.0,TO,T101,40329,East Coast ALUM Milk Run,2290.0763358778627,55472,tas
17377,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,3.0,TO,T101,40329,East Coast ALUM Milk Run,2290.0763358778627,55472,tas
17378,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,8.0,TO,T101,40329,East Coast ALUM Milk Run,6106.8702290076335,55472,tas
17379,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,8.0,TO,T101,40329,East Coast ALUM Milk Run,6106.8702290076335,55472,tas
17393,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,20.0,TO,T101,38599,Smithton WTP,15267.175572519083,55472,tas
17394,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
17395,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,18.0,TO,T101,38595,Cam WTP,13740.458015267175,55472,tas
17406,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,22.0,TO,T101,38600,White Hills WTP,16793.893129770993,55472,tas
17408,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,9.95,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,7595.419847328244,8050,tas
17410,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,24.95,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19045.801526717558,8050,tas
17419,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,22.0,TO,T101,38616,Chimney Saddle WTP,16793.893129770993,55472,tas
17434,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,22.0,TO,T101,38596,Forth Water Treatment Plant,16793.893129770993,55472,tas
17435,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,15.6,TO,T101,38740,Huonville WTP,11908.396946564884,55472,tas
17436,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,9.1,TO,T101,38740,Huonville WTP,6946.564885496183,55472,tas
17437,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
17440,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
17452,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,55472,tas
17479,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,8.45,TO,T101,53624,Campbell Town WTP,6450.381679389312,55472,tas
17480,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,14.3,TO,T101,30024,Longford Water Treatment Plant,10916.030534351145,55472,tas
17490,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,22.4,TO,T101,38617,Distillery Creek Water Treatment Pl,17099.236641221374,55472,tas
17494,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,8.3,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,6335.87786259542,8050,tas
17503,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
17506,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,12.5,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,9541.984732824427,8050,tas
17509,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
17531,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
17540,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
17558,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
17571,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,25.0,TO,V319,7997,Norske Skog - Albury,19083.969465648854,7996,tas
17591,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,9.1,TO,T101,38734,Bridport Water Treatment Plant,6946.564885496183,55472,tas
17592,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,2.6,TO,T101,56602,Deloraine Waste Water Plant,1984.7328244274809,55472,tas
17595,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,10.3,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,7862.595419847328,8050,tas
17605,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,14.0,TO,T101,38595,Cam WTP,10687.022900763359,55472,tas
17607,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,13.0,TO,T101,39034,BURNIE WWTP,9923.664122137405,55472,tas
17617,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,22.0,TO,T101,38596,Forth Water Treatment Plant,16793.893129770993,55472,tas
17629,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,1.0,TO,T101,38744,Tullah WTP,763.3587786259542,55472,tas
17630,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,11.66,TO,T101,38743,Strahan,8900.763358778626,55472,tas
17631,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,8.3,TO,T101,51933,QUEENSTOWN WTP,6335.87786259542,55472,tas
17632,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,2.48,TO,T101,40365,Zeehan WTP,1893.1297709923663,55472,tas
17633,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,25.0,TO,V319,7997,Norske Skog - Albury,19083.969465648854,7996,tas
17645,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,8050,tas
17647,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
17648,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,20.0,TO,V319,7997,Norske Skog - Albury,15267.175572519083,7996,tas
17649,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,18.5,TO,T101,38598,Gawler WTP,14122.137404580153,55472,tas
17650,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,20.0,TO,T101,9579,Ridgley  (Burnie WTP),15267.175572519083,55472,tas
17663,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
17671,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,22.0,TO,T101,38616,Chimney Saddle WTP,16793.893129770993,55472,tas
17688,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,12.4,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,9465.648854961832,8050,tas
17691,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
17708,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,10.0,TO,T101,38619,Reatta Road Water Treatment Plant,7633.587786259542,55472,tas
17733,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
17734,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,6.5,TO,T101,56090,Westbury Water Treatment Plant,4961.832061068702,55472,tas
17735,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,3.25,TO,T101,56602,Deloraine Waste Water Plant,2480.916030534351,55472,tas
17740,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,19.6,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,14961.832061068702,8050,tas
17761,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,55472,tas
17763,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,3.5,TO,T101,38594,Barrington WTP,2671.7557251908397,55472,tas
17764,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,18.5,TO,T101,38596,Forth Water Treatment Plant,14122.137404580153,55472,tas
17769,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,22.0,TO,T101,38617,Distillery Creek Water Treatment Pl,16793.893129770993,55472,tas
17775,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,24.7,TO,T101,38740,Huonville WTP,18854.961832061068,55472,tas
17781,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,9.0,TO,T101,38583,St Helens WTP,6870.229007633588,55472,tas
17782,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,13.0,TO,T101,41910,St Helens WWTP,9923.664122137405,55472,tas
17785,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
17804,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,55472,tas
17807,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,5.55,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,4236.641221374046,8050,tas
17809,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,8.5,TO,T101,49712,Cradle Valley WWTP,6488.5496183206105,55472,tas
17814,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,18.0,TO,T101,38595,Cam WTP,13740.458015267175,55472,tas
17815,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,8050,tas
17828,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,19.5,TO,T101,38741,Huonville WWTP (Ranelagh),14885.496183206107,55472,tas
17829,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,24.5,TO,T101,38740,Huonville WTP,18702.290076335878,55472,tas
17833,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,10.0,TO,T101,38616,Chimney Saddle WTP,7633.587786259542,55472,tas
17840,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
17842,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
17847,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,13.35,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,10190.839694656488,8050,tas
17864,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,22.0,TO,T101,38596,Forth Water Treatment Plant,16793.893129770993,55472,tas
17865,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,8050,tas
17887,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
17891,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
17892,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,55472,tas
17899,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,13.6,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,10381.679389312976,8050,tas
17905,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,7.2,TO,T101,38730,Westbury Waste Water TP,5496.18320610687,55472,tas
17906,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,2.4,TO,T101,56602,Deloraine Waste Water Plant,1832.06106870229,55472,tas
17907,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,2.6,TO,T101,38729,Deloraine Water Treatment Plant,1984.7328244274809,55472,tas
17934,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,10.0,TO,T101,38619,Reatta Road Water Treatment Plant,7633.587786259542,55472,tas
17950,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,7.46,TO,T101,51933,QUEENSTOWN WTP,5694.656488549618,55472,tas
17951,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,7.46,TO,T101,38743,Strahan,5694.656488549618,55472,tas
17952,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,7.46,TO,T101,40365,Zeehan WTP,5694.656488549618,55472,tas
17958,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,17.65,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,13473.28244274809,8050,tas
17959,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,15.95,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,12175.57251908397,8050,tas
17960,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,20.0,TO,T101,38599,Smithton WTP,15267.175572519083,55472,tas
17970,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,20.0,TO,T101,30024,Longford Water Treatment Plant,15267.175572519083,55472,tas
17973,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
17979,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,22.5,TO,T101,38617,Distillery Creek Water Treatment Pl,17175.57251908397,55472,tas
17994,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
17996,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,9.4,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,7175.572519083969,8050,tas
18006,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,1.0,TO,T101,56602,Deloraine Waste Water Plant,763.3587786259542,55472,tas
18008,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,3.0,TO,T101,38735,Scottsdale WTP,2290.0763358778627,55472,tas
18009,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,13.0,TO,T101,38734,Bridport Water Treatment Plant,9923.664122137405,55472,tas
18023,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
18024,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,22.0,TO,T101,38616,Chimney Saddle WTP,16793.893129770993,55472,tas
18031,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,55472,tas
18032,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,19.0,TO,T101,38598,Gawler WTP,14503.81679389313,55472,tas
18047,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,6.0,TO,T101,40329,East Coast ALUM Milk Run,4580.152671755725,55472,tas
18048,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,6.0,TO,T101,40329,East Coast ALUM Milk Run,4580.152671755725,55472,tas
18049,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,10.0,TO,T101,40329,East Coast ALUM Milk Run,7633.587786259542,55472,tas
18050,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,12.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,9160.30534351145,8050,tas
18060,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,20.0,TO,T101,38618,Mt Leslie Water Treatment Plant,15267.175572519083,55472,tas
18065,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,0.1,TO,V319,7997,Norske Skog - Albury,76.33587786259542,7996,tas
18069,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,24.8,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,18931.297709923663,8050,tas
18080,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,18.0,TO,T101,38595,Cam WTP,13740.458015267175,55472,tas
