,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Document Date,Quantity in L,SH_Customer No,state
49689,52419,Tasman Water Technologies Pty Limit,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-06,1.0,BOX,N118,56639,OVIVO WATER,2014-06,1000.0,52419,nsw
49694,52419,Tasman Water Technologies Pty Limit,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-05,2.0,BOX,N118,56639,OVIVO WATER,2014-05,2000.0,52419,nsw
49697,52419,Tasman Water Technologies Pty Limit,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-04,2.0,BOX,N118,56639,OVIVO WATER,2014-04,2000.0,52419,nsw
49698,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-04,2.66,TO,N118,55326,National Transport & Distribution,2014-04,1985.0746268656717,8913,nsw
49702,52419,Tasman Water Technologies Pty Limit,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-04,2.0,BOX,N118,56639,OVIVO WATER,2014-04,2000.0,52419,nsw
49705,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-03,2.66,TO,N118,55326,National Transport & Distribution,2014-03,1985.0746268656717,8913,nsw
49716,6943,Shire Of Lachlan,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-02,2.0,IBC,N118,12354,Condobolin Water Filtration Plant,2014-02,2000.0,6943,nsw
49719,52419,Tasman Water Technologies Pty Limit,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-01,3.0,BOX,N118,52488,OVIVO - SEVEN HILLS,2014-01,3000.0,52419,nsw
49720,9138,Formula Chemicals Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-01,2.0,IBC,N118,9138,Formula Chemicals Pty Ltd,2014-01,2000.0,9138,nsw
49722,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2014-01,1.33,TO,N118,55326,National Transport & Distribution,2014-01,992.5373134328358,8913,nsw
