,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Quantity in L,state of Sold-To Party
73207,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73208,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73209,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,1500.0,L,W205,39287,Swan Park Aquatic Centre,1500.0,wa
73212,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73213,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73215,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,1500.0,L,W205,39286,Ballajura Aquatic Centre - Swan SC,1500.0,wa
73220,39241,IPM Operation & Maintenance Kwinana,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,1200.0,L,W205,41125,IPM - Kwinana Co-Gen,1200.0,wa
73224,39221,A Plus Chemicals & Fragrances,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,8000.0,L,W205,39221,A Plus Chemicals & Fragrances,8000.0,wa
73227,20518,Alcoa - Huntly,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,2500.0,L,W205,20518,Alcoa - Huntly,2500.0,wa
73228,39241,IPM Operation & Maintenance Kwinana,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,1200.0,L,W205,41125,IPM - Kwinana Co-Gen,1200.0,wa
73232,39221,A Plus Chemicals & Fragrances,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,8000.0,L,W205,39221,A Plus Chemicals & Fragrances,8000.0,wa
73233,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73234,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73238,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,1500.0,L,W205,39287,Swan Park Aquatic Centre,1500.0,wa
73242,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73243,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73246,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73247,4590,Midland Chemicals,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,4000.0,L,W205,4591,Midland Chemicals,4000.0,wa
73249,39241,IPM Operation & Maintenance Kwinana,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,1200.0,L,W205,41125,IPM - Kwinana Co-Gen,1200.0,wa
73251,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,1100.0,L,W205,39285,Altone Park Leisure,1100.0,wa
73255,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73256,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73262,39271,St Marys Girls School,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,1000.0,L,W205,39271,St Marys Girls School,1000.0,wa
73266,39221,A Plus Chemicals & Fragrances,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,8000.0,L,W205,39221,A Plus Chemicals & Fragrances,8000.0,wa
73267,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73276,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73277,39241,IPM Operation & Maintenance Kwinana,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,1200.0,L,W205,41125,IPM - Kwinana Co-Gen,1200.0,wa
73278,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73285,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73288,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73290,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,1500.0,L,W205,39286,Ballajura Aquatic Centre - Swan SC,1500.0,wa
73291,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73293,39221,A Plus Chemicals & Fragrances,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,8000.0,L,W205,39221,A Plus Chemicals & Fragrances,8000.0,wa
73295,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,1500.0,L,W205,39287,Swan Park Aquatic Centre,1500.0,wa
73296,39241,IPM Operation & Maintenance Kwinana,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,1500.0,L,W205,41125,IPM - Kwinana Co-Gen,1500.0,wa
73300,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73301,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73308,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73309,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73310,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,10500.0,L,W205,62063,Clearchem,10500.0,wa
73311,39241,IPM Operation & Maintenance Kwinana,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-12,1200.0,L,W205,41125,IPM - Kwinana Co-Gen,1200.0,wa
73313,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73314,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73318,4590,Midland Chemicals,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,4000.0,L,W205,4591,Midland Chemicals,4000.0,wa
73324,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73325,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73326,39221,A Plus Chemicals & Fragrances,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,8000.0,L,W205,39221,A Plus Chemicals & Fragrances,8000.0,wa
73328,39241,IPM Operation & Maintenance Kwinana,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,1600.0,L,W205,41125,IPM - Kwinana Co-Gen,1600.0,wa
73329,20518,Alcoa - Huntly,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,5000.0,L,W205,20518,Alcoa - Huntly,5000.0,wa
73334,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73336,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,1500.0,L,W205,39285,Altone Park Leisure,1500.0,wa
73341,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73343,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73344,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73347,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,1500.0,L,W205,39287,Swan Park Aquatic Centre,1500.0,wa
73348,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,1500.0,L,W205,39286,Ballajura Aquatic Centre - Swan SC,1500.0,wa
73356,39221,A Plus Chemicals & Fragrances,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,8000.0,L,W205,39221,A Plus Chemicals & Fragrances,8000.0,wa
73358,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73360,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73361,39241,IPM Operation & Maintenance Kwinana,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,1200.0,L,W205,41125,IPM - Kwinana Co-Gen,1200.0,wa
73365,39271,St Marys Girls School,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,1000.0,L,W205,39271,St Marys Girls School,1000.0,wa
73366,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,1500.0,L,W205,39287,Swan Park Aquatic Centre,1500.0,wa
73371,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73372,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73373,4590,Midland Chemicals,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,4000.0,L,W205,4591,Midland Chemicals,4000.0,wa
73377,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73378,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73379,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,1500.0,L,W205,39286,Ballajura Aquatic Centre - Swan SC,1500.0,wa
73380,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,1500.0,L,W205,39287,Swan Park Aquatic Centre,1500.0,wa
73385,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73386,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73389,39241,IPM Operation & Maintenance Kwinana,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,1200.0,L,W205,41125,IPM - Kwinana Co-Gen,1200.0,wa
73391,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73392,62898,Fremantle College,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,2000.0,L,W205,62898,Fremantle College,2000.0,wa
73399,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73401,39221,A Plus Chemicals & Fragrances,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,8000.0,L,W205,39221,A Plus Chemicals & Fragrances,8000.0,wa
73402,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73407,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73408,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73412,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73413,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,10500.0,L,W205,62063,Clearchem,10500.0,wa
73414,39241,IPM Operation & Maintenance Kwinana,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-11,1200.0,L,W205,41125,IPM - Kwinana Co-Gen,1200.0,wa
73422,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,1450.0,L,W205,39285,Altone Park Leisure,1450.0,wa
73425,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,1500.0,L,W205,39287,Swan Park Aquatic Centre,1500.0,wa
73428,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,10500.0,L,W205,62063,Clearchem,10500.0,wa
73431,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,10500.0,L,W205,62063,Clearchem,10500.0,wa
73433,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,10500.0,L,W205,62063,Clearchem,10500.0,wa
73434,39221,A Plus Chemicals & Fragrances,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,8000.0,L,W205,39221,A Plus Chemicals & Fragrances,8000.0,wa
73436,39241,IPM Operation & Maintenance Kwinana,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,1200.0,L,W205,41125,IPM - Kwinana Co-Gen,1200.0,wa
73441,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,10500.0,L,W205,62063,Clearchem,10500.0,wa
73442,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,10500.0,L,W205,62063,Clearchem,10500.0,wa
73448,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,1500.0,L,W205,39286,Ballajura Aquatic Centre - Swan SC,1500.0,wa
73449,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,10500.0,L,W205,62063,Clearchem,10500.0,wa
73452,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,10500.0,L,W205,62063,Clearchem,10500.0,wa
73454,4590,Midland Chemicals,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,4000.0,L,W205,4591,Midland Chemicals,4000.0,wa
73455,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,10500.0,L,W205,62063,Clearchem,10500.0,wa
73460,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,10500.0,L,W205,62063,Clearchem,10500.0,wa
73461,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,10500.0,L,W205,62063,Clearchem,10500.0,wa
73470,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,10500.0,L,W205,62063,Clearchem,10500.0,wa
73471,39241,IPM Operation & Maintenance Kwinana,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,1200.0,L,W205,41125,IPM - Kwinana Co-Gen,1200.0,wa
73474,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,10500.0,L,W205,62063,Clearchem,10500.0,wa
73476,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,1500.0,L,W205,39287,Swan Park Aquatic Centre,1500.0,wa
73482,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,10500.0,L,W205,62063,Clearchem,10500.0,wa
73483,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,10500.0,L,W205,62063,Clearchem,10500.0,wa
73484,39221,A Plus Chemicals & Fragrances,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,9000.0,L,W205,39221,A Plus Chemicals & Fragrances,9000.0,wa
73486,39241,IPM Operation & Maintenance Kwinana,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,1200.0,L,W205,41125,IPM - Kwinana Co-Gen,1200.0,wa
73492,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,10500.0,L,W205,62063,Clearchem,10500.0,wa
73500,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,10500.0,L,W205,62063,Clearchem,10500.0,wa
73501,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,10500.0,L,W205,62063,Clearchem,10500.0,wa
73505,62063,Clearchem,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,10500.0,L,W205,62063,Clearchem,10500.0,wa
73506,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,1300.0,L,W205,39285,Altone Park Leisure,1300.0,wa
73507,20518,Alcoa - Huntly,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2018-10,5000.0,L,W205,20518,Alcoa - Huntly,5000.0,wa
